image_name,confidence_value,IoU_value
IMG_1234.jpg,0.7056743502616882,0.7964034676551819
IMG_1243.jpg,0.8950290679931641,0.932286262512207
IMG_1263.jpg,0.9336860775947571,0.9293613433837891
IMG_1284.jpg,0.0,0.0
IMG_20100101_031404.jpg,0.7125762104988098,0.7424598336219788
IMG_20100101_032415.jpg,0.6197422742843628,0.7600573301315308
IMG_20100101_032553.jpg,0.613794207572937,0.8849500417709351
IMG_20100101_033113.jpg,0.9648730158805847,0.9116619825363159
IMG_20100101_033117.jpg,0.7812591195106506,0.8824852108955383
IMG_20100101_033559.jpg,0.5690556764602661,0.0
IMG_20100101_033637.jpg,0.6673826575279236,0.0
IMG_20180713_104842.jpg,0.38283026218414307,0.6185160279273987
IMG_20180713_110324.jpg,0.5001997947692871,0.0
IMG_20180714_103949.jpg,0.7550075650215149,0.8869338631629944
IMG_20180717_120957.jpg,0.7359309792518616,0.0
IMG_20180717_122754.jpg,0.713732123374939,0.9496210217475891
IMG_20180719_123752.jpg,0.6087532639503479,0.9009856581687927
IMG_20180719_143723.jpg,0.6160789132118225,0.9468328952789307
IMG_20180720_142111.jpg,0.34959250688552856,0.2943587303161621
IMG_20180720_142558.jpg,0.3416619300842285,0.8562875986099243
IMG_20180720_142731.jpg,0.8252955079078674,0.9329159259796143
IMG_20180720_143100.jpg,0.7438657879829407,0.8906317353248596
IMG_20180721_090127.jpg,0.6224745512008667,0.9465847015380859
IMG_20180721_091732.jpg,0.5350104570388794,0.9343680143356323
IMG_20180723_123134.jpg,0.7435340881347656,0.9599286913871765
IMG_20180723_123154.jpg,0.6258758902549744,0.015229751355946064
IMG_20180723_123302.jpg,0.5110816359519958,0.6156347393989563
IMG_20180724_121309.jpg,0.7923755049705505,0.6589183807373047
IMG_20180724_121832.jpg,0.6546734571456909,0.9600328207015991
IMG_20180724_121957.jpg,0.41931378841400146,0.29842227697372437
IMG_20180724_123021.jpg,0.0,0.0
IMG_20180724_125716.jpg,0.897849977016449,0.9343583583831787
IMG_20180724_150928.jpg,0.8863018155097961,0.9394956231117249
IMG_20180725_122016.jpg,0.6715415716171265,0.0
IMG_20180725_122619.jpg,0.9569875001907349,0.8488476276397705
IMG_20180726_122652.jpg,0.7406328320503235,0.8569899797439575
IMG_20180810_092723.jpg,0.6517710089683533,0.5206014513969421
IMG_20180810_093037.jpg,0.9645883440971375,0.9647658467292786
IMG_20180810_093330.jpg,0.5839052200317383,0.8653119802474976
IMG_20180811_083610.jpg,0.580436646938324,0.7470053434371948
