image_name,confidence_value,IoU_value
IMG_1234.jpg,0.9911484718322754,0.8040598
IMG_1243.jpg,0.9992995262145996,0.87269837
IMG_1263.jpg,0.9968740940093994,0.93818635
IMG_1284.jpg,0.9975346326828003,0.47967756
IMG_20100101_031404.jpg,0.9939988851547241,0.20420906
IMG_20100101_032415.jpg,0.9715918302536011,0.77982974
IMG_20100101_032553.jpg,0.5708621144294739,0.0
IMG_20100101_033113.jpg,0.9984036087989807,0.9378867
IMG_20100101_033117.jpg,0.9981656670570374,0.5639304
IMG_20100101_033559.jpg,0.9674074649810791,0.029807093
IMG_20100101_033637.jpg,0.9742698669433594,0.38424572
IMG_20180713_104842.jpg,0.987345278263092,0.8707557
IMG_20180713_110324.jpg,0.8391535878181458,0.19899791
IMG_20180714_103949.jpg,0.956462562084198,0.67351294
IMG_20180717_120957.jpg,0.9971477389335632,0.0
IMG_20180717_122754.jpg,0.999518871307373,0.0
IMG_20180719_123752.jpg,0.9991458654403687,0.40427068
IMG_20180719_143723.jpg,0.9976963400840759,0.7743418
IMG_20180720_142111.jpg,0.9937772750854492,0.63030016
IMG_20180720_142558.jpg,0.9879356622695923,0.0
IMG_20180720_142731.jpg,0.9880402684211731,0.9710205
IMG_20180720_143100.jpg,0.9987199306488037,0.8775238
IMG_20180721_090127.jpg,0.9854094386100769,0.2053458
IMG_20180721_091732.jpg,0.9897768497467041,0.631837
IMG_20180723_123134.jpg,0.9916894435882568,0.9522167
IMG_20180723_123154.jpg,0.9006174206733704,0.29440507
IMG_20180723_123302.jpg,0.7562317848205566,0.20476747
IMG_20180724_121309.jpg,0.9782233834266663,0.0
IMG_20180724_121832.jpg,0.9878266453742981,0.0
IMG_20180724_121957.jpg,0.9707977771759033,0.43790007
IMG_20180724_123021.jpg,0.9020170569419861,0.0
IMG_20180724_125716.jpg,0.9996984004974365,0.92868936
IMG_20180724_150928.jpg,0.9992696642875671,0.94682
IMG_20180725_122016.jpg,0.9964640736579895,0.9585124
IMG_20180725_122619.jpg,0.9973770380020142,0.6261543
IMG_20180726_122652.jpg,0.9942417144775391,0.81694204
IMG_20180810_092723.jpg,0.9927573204040527,0.0
IMG_20180810_093037.jpg,0.9990503191947937,0.8134029
IMG_20180810_093330.jpg,0.9437801837921143,0.855603
IMG_20180811_083610.jpg,0.909817636013031,0.41864064
